DATE,CLOSE,RETURNS
2020-01-02,4152.2408,-0.0017538198106827857
2020-01-03,4144.9649,-0.0017538198106827857
2020-01-06,4129.2954,-0.003787533426308017
2020-01-07,4160.2274,0.007462949149397088
2020-01-08,4112.3172,-0.0115830709851755
2020-01-09,4164.3697,0.012578266378327381
2020-01-10,4163.1849,-0.0002845493220769424
2020-01-13,4203.9883,0.0097532876352903
2020-01-14,4189.8862,-0.003360096286408275
2020-01-15,4166.7344,-0.00554096215265634
2020-01-16,4149.0434,-0.004254809860104781
2020-01-17,4154.853,0.0013992469722722961
2020-01-20,4185.8304,0.007428058577093128
2020-01-21,4114.3085,-0.017234330931583355
2020-01-22,4131.9311,0.0042741001188863715
2020-01-23,4003.9013,-0.03147566558508316
2020-02-03,3688.3578,-0.08208789245745143
2020-02-04,3785.6376,0.026033008785874372
2020-02-05,3828.5272,0.01126585902804228
2020-02-06,3899.7751,0.018438698650183886
2020-02-07,3899.8693,2.4154947372948227e-05
2020-02-10,3916.0052,0.00412901279945909
2020-02-11,3952.4643,0.009267205249654655
2020-02-12,3984.4325,0.008055635264537581
2020-02-13,3959.9188,-0.0061713730615193555
2020-02-14,3987.7342,0.006999679922883055
2020-02-17,4077.4241,0.022242241064220722
2020-02-18,4057.5108,-0.004895758852166483
2020-02-19,4051.3107,-0.0015292237492852212
2020-02-20,4144.6561,0.02277935932332665
2020-02-21,4149.4903,0.0011656897079620984
2020-02-24,4132.8388,-0.0040209757990555175
2020-02-25,4123.8543,-0.0021762958698513814
2020-02-26,4073.0152,-0.012404675201421004
2020-02-27,4084.8759,0.002907787861271764
2020-02-28,3940.0488,-0.036098239393596
2020-03-02,4069.6662,0.03236787232915487
2020-03-03,4091.3615,0.0053168183972415635
2020-03-04,4115.0524,0.005773768201984381
2020-03-05,4206.7251,0.02203289104992335
2020-03-06,4138.5072,-0.016349315895662495
2020-03-09,3997.1325,-0.034757914060444206
2020-03-10,4082.7315,0.02118902066274294
2020-03-11,4028.4289,-0.013389800874618088
2020-03-12,3950.9111,-0.01943023828690416
2020-03-13,3895.3128,-0.014172226357878227
2020-03-16,3727.8398,-0.043945060388467926
2020-03-17,3709.6822,-0.004882711224087619
2020-03-18,3636.2565,-0.01999149419138795
2020-03-19,3589.0926,-0.013055305490118364
2020-03-20,3653.2239,0.01771062513213693
2020-03-23,3530.3058,-0.03422554193523279
2020-03-24,3625.1146,0.026501405511712626
2020-03-25,3722.5181,0.02651444628787693
2020-03-26,3698.0472,-0.006595451348404441
2020-03-27,3710.0605,0.0032432872245010047
2020-03-30,3674.1108,-0.009737039559729033
2020-03-31,3686.1551,0.003272792291569129
2020-04-01,3675.0758,-0.003010178193419536
2020-04-02,3734.5306,0.016048376346972232
2020-04-03,3713.2183,-0.005723167754230772
2020-04-07,3798.0214,0.02258128002354555
2020-04-08,3780.3445,-0.00466510387385904
2020-04-09,3792.8105,0.003292157960371772
2020-04-10,3769.1782,-0.006250307392175125
2020-04-13,3753.2566,-0.004233103828336165
2020-04-14,3825.6991,0.01911733203498188
2020-04-15,3797.3623,-0.007434527687172356
2020-04-16,3802.3806,0.0013206501313025463
2020-04-17,3839.4871,0.009711445706510577
2020-04-20,3853.4551,0.0036313844525207206
2020-04-21,3808.0474,-0.011853610092220858
2020-04-22,3839.3834,0.008195216459116533
2020-04-23,3829.7525,-0.0025116010951781896
2020-04-24,3796.9721,-0.008596246378152223
2020-04-27,3822.769,0.006771095821278923
2020-04-28,3849.1465,0.006876406273812152
2020-04-29,3867.032,0.004635852328096864
2020-04-30,3912.5772,0.011708999561383372
2020-05-06,3936.2539,0.006033196922335174
2020-05-07,3924.8946,-0.0028899868527085043
