DATE,CLOSE,RETURNS
2020-01-02,191.9984,-0.00026618347491172797
2020-01-03,191.9473,-0.00026618347491172797
2020-01-06,192.0921,0.0007540893296973408
2020-01-07,192.102,5.153644994652671e-05
2020-01-08,192.1796,0.00040387050045984964
2020-01-09,192.2619,0.00042815357476887113
2020-01-10,192.4977,0.001225700564825586
2020-01-13,192.5672,0.00036097811436289976
2020-01-14,192.4979,-0.00035993914145013734
2020-01-15,192.525,0.00014077084788867192
2020-01-16,192.537,6.232762518177395e-05
2020-01-17,192.6268,0.00046629512756445524
2020-01-20,192.9089,0.0014634185645857679
2020-01-21,193.2291,0.0016584748115622836
2020-01-22,193.3238,0.000489971757524528
2020-01-23,193.6574,0.0017241151902857375
2020-02-03,195.3855,0.008883911597832668
2020-02-04,195.288,-0.0004991380373853866
2020-02-05,195.2884,2.048254835498308e-06
2020-02-06,195.3508,0.000319476389111772
2020-02-07,195.667,0.0016173180296352027
2020-02-10,195.9415,0.001401910555861012
2020-02-11,195.7664,-0.0008940335983167618
2020-02-12,195.7546,-6.0277737355443216e-05
2020-02-13,195.8016,0.00024006771046256834
2020-02-14,195.6572,-0.0007377532785035063
2020-02-17,195.4936,-0.0008365060715193896
2020-02-18,195.6019,0.000553828938293672
2020-02-19,195.5773,-0.00012577355867804784
2020-02-20,195.4507,-0.0006475239851032798
2020-02-21,195.6818,0.001181696877106746
2020-02-24,195.9583,0.0014120109046029232
2020-02-25,195.9536,-2.3984982340383516e-05
2020-02-26,196.0555,0.0005198859021136215
2020-02-27,196.2751,0.0011194641607540233
2020-02-28,196.6047,0.0016778672628383047
2020-03-02,196.6273,0.00011494486727873562
2020-03-03,196.5916,-0.00018157825118825883
2020-03-04,196.9829,0.0019884424876622318
2020-03-05,197.0009,9.13743154542057e-05
2020-03-06,197.4464,0.002258857847058567
2020-03-09,198.6353,0.006003324923377801
2020-03-10,198.0183,-0.003111029359805623
2020-03-11,198.0149,-1.7170277643762324e-05
2020-03-12,197.9142,-0.0005086769432779052
2020-03-13,197.5027,-0.0020813483113739364
2020-03-16,197.6074,0.0005299788714622652
2020-03-17,197.2979,-0.0015674647231563627
2020-03-18,197.2179,-0.0004055604419216381
2020-03-19,197.1042,-0.0005766859283365291
2020-03-20,197.3397,0.0011940862970991465
2020-03-23,197.7254,0.0019525902062398673
2020-03-24,197.8768,0.0007654153965351762
2020-03-25,197.9939,0.0005916073274198347
2020-03-26,198.4107,0.0021029027089883214
2020-03-27,198.3813,-0.00014818847181280126
2020-03-30,198.4796,0.0004953876887860902
2020-03-31,198.8422,0.0018252212723527963
2020-04-01,199.2175,0.001885647359948498
2020-04-02,199.0981,-0.000599524616039873
2020-04-03,199.0244,-0.00037023780792017817
2020-04-07,200.4561,0.007167839881094454
2020-04-08,201.0991,0.003202551228665422
2020-04-09,200.9661,-0.0006615842646968342
2020-04-10,200.778,-0.0009364170562558287
2020-04-13,200.7274,-0.0002520514058734231
2020-04-14,200.8432,0.000576735464248736
2020-04-15,201.0303,0.0009311388460214622
2020-04-16,201.2347,0.001016245597261844
2020-04-17,201.1255,-0.0005427972383010548
2020-04-20,200.866,-0.0012910722542441037
2020-04-21,201.0,0.0006668889877035524
2020-04-22,201.3274,0.0016275305746991779
2020-04-23,201.7359,0.0020269775981333637
2020-04-24,201.8672,0.0006506392276568862
2020-04-27,201.7579,-0.0005415917031505331
2020-04-28,201.8325,0.0003696817409413225
2020-04-29,202.0712,0.0011819650465667252
2020-04-30,201.9095,-0.000800533335555382
2020-05-06,201.5475,-0.001794491592128533
2020-05-07,200.9708,-0.002865461742240008
2020-05-08,200.8805,-0.00044941997957888426
2020-05-11,200.0886,-0.003949935441913325
2020-05-12,200.1117,0.00011544219245045387
2020-05-13,199.9514,-0.0008013736262040801
2020-05-14,199.9865,0.00017552725105640315
2020-05-15,200.1843,0.0009885779577567832
2020-05-18,199.7478,-0.00218287140904277
2020-05-19,199.6,-0.0007402069411595424
2020-05-20,199.6982,0.0004918629835036595
2020-05-21,199.6908,-3.7056603966926126e-05
2020-05-22,200.2171,0.002632107562016566
2020-05-25,199.6781,-0.0026957079074829424
2020-05-26,199.0394,-0.0032037748346161084
2020-05-27,198.6685,-0.0018651885342377372
2020-05-28,198.7874,0.0005983053895885783
2020-05-29,198.8678,0.0004043704249086318
2020-06-01,198.7427,-0.0006292590569310049
2020-06-02,197.7438,-0.005038769861968027
2020-06-03,197.3554,-0.001966089149831422
2020-06-04,196.9035,-0.0022924032806806746
2020-06-05,196.5753,-0.0016681969961879087
2020-06-08,196.8818,0.0015579846544780426
2020-06-09,196.9744,0.00047022238931998485
2020-06-10,196.9635,-5.5338671413771244e-05
2020-06-11,197.3467,0.00194364802450803
2020-06-12,197.6129,0.0013479861753383927
2020-06-15,197.6431,0.0001528123548220891
2020-06-16,197.0372,-0.0030703355398425196
2020-06-17,196.6946,-0.0017402713545867682
2020-06-18,196.8661,0.0008715301647518302
2020-06-19,196.7319,-0.0006819140605405955
2020-06-22,196.3928,-0.0017251527777374267
2020-06-23,196.2277,-0.000841015737748681
2020-06-24,196.7112,0.002460943642974196
2020-06-29,196.927,0.0010964384128325786
2020-06-30,197.2028,0.0013995391620612028
2020-07-01,197.1391,-0.0003230699073775423
2020-07-02,197.2291,0.00045642626135886403
2020-07-03,196.957,-0.0013805664036236243
2020-07-06,195.8501,-0.005635860094499513
2020-07-07,195.542,-0.0015743805950092665
2020-07-08,195.0808,-0.00236135839641086
2020-07-09,194.48,-0.0030845017072649765
2020-07-10,194.6878,0.0010679199036963813
2020-07-13,194.1992,-0.002512813527294375
2020-07-14,194.5138,0.0016186753141291814
2020-07-15,194.9149,0.0020599413542670857
2020-07-16,195.1953,0.001437542767597001
2020-07-17,195.2632,0.0003477962481772292
2020-07-20,195.4736,0.0010769398753080201
2020-07-21,196.054,0.002964799544883677
2020-07-22,196.3037,0.0012728183171166493
2020-07-23,196.2308,-0.00037143232423194857
2020-07-24,196.6516,0.002142117645938246
2020-07-27,196.6462,-2.746010783861641e-05
2020-07-28,196.2956,-0.0017844886598347737
2020-07-29,196.0954,-0.0010204108522943421
2020-07-30,196.0296,-0.0003356072712406561
2020-07-31,195.7243,-0.0015586318952090594
2020-08-03,195.7689,0.0002278455931952387
2020-08-04,195.8265,0.00029418119015400265
2020-08-05,195.7076,-0.000607354524956918
2020-08-06,195.5518,-0.0007964026333159028
2020-08-07,195.4439,-0.0005519242423331457
2020-08-10,195.7799,0.0017176873319698681
2020-08-11,195.81,0.0001537322594852452
2020-08-12,195.7283,-0.0004173282725382411
2020-08-13,195.7938,0.0003345915881177408
2020-08-14,195.9734,0.0009168711039707328
2020-08-17,196.1177,0.0007360534657116867
2020-08-18,195.9728,-0.0007391151103965805
2020-08-19,195.753,-0.0011222136661274455
2020-08-20,195.4952,-0.001317833729636434
2020-08-21,195.6622,0.0008538762664171921
2020-08-24,195.5584,-0.0005306469160147971
2020-08-25,195.1575,-0.0020521311812014224
2020-08-26,195.0977,-0.00030646613020422303
2020-08-27,195.0042,-0.0004793619399979628
2020-08-28,194.8429,-0.0008275039583691802
2020-08-31,195.2001,0.001831593438976053
2020-09-01,195.039,-0.0008256477075298398
2020-09-02,194.6978,-0.0017509256871263796
2020-09-03,194.5999,-0.0005029570021287002
2020-09-04,194.4935,-0.0005469124002212022
2020-09-07,194.2824,-0.0010859727711852415
2020-09-08,194.4078,0.0006452439724528553
2020-09-09,194.7754,0.0018890851882579793
2020-09-10,194.8882,0.0005789609455481095
2020-09-11,194.6737,-0.0011012371675846056
2020-09-14,194.5618,-0.000574973264683113
2020-09-15,194.8721,0.0015935955532810468
2020-09-16,194.8542,-9.185933827190368e-05
2020-09-17,194.7962,-0.00029770276344305666
